1344063760252678152 2020-12-30 07:32:26 +0800 <rdp24k> After 12-Year Run, Obama Falls to Donald Trump as Most Admired Man  https://t.co/ihieYwhaNe via @BreitbartNews
1331644355615002628 2020-11-26 01:02:09 +0800 <rdp24k> BREAKING NEWS: Sidney Powell Tells Lou Dobbs Her Lawsuit In Georgia May ...  https://t.co/Th58yWmlUY via @YouTube
1331434234637144069 2020-11-25 11:07:13 +0800 <rdp24k> Is ABC News Serious with That Observation of Biden's Foreign Policy Crew?  https://t.co/D43Ol0Mqkj
1331432208263942144 2020-11-25 10:59:09 +0800 <rdp24k> Tight NY congressional race casts glaring light on the flaws of mail-in voting  https://t.co/iqtmW7Jo74
1331418442050711555 2020-11-25 10:04:27 +0800 <rdp24k> Newsmax Reporter Shares Inside Scoop From Fox News “The Panic is Very Real”…She Explains Changes Going Down Right Now  https://t.co/Uor9V4yLWE via @WayneDupreeShow
1331407211684372480 2020-11-25 09:19:50 +0800 <rdp24k>  https://t.co/QkZZjiseBS
1331403247232446464 2020-11-25 09:04:05 +0800 <rdp24k> A.F. Branco Cartoon - The Other Red Wave  https://t.co/D9pvTyX99a via @afbranco
1331402084999163904 2020-11-25 08:59:27 +0800 <rdp24k> EXPLOSIVE Study: Media Suppression of 8 Key Stories 'Stole This Election' for Joe Biden  https://t.co/YShXuUcvqR
1331400215404961792 2020-11-25 08:52:02 +0800 <rdp24k> Swing State Woes: Conservative Group Says They Discovered 150,000 Fraudulent Ballots  https://t.co/O3IPXVwL4z
1331398785315037185 2020-11-25 08:46:21 +0800 <rdp24k> Who Paid for the (Alleged) $15,000 Wine Bill Gavin Newsom and Friends Racked up at French Laundry?  https://t.co/r9UqhyXMiG
1331392577925492736 2020-11-25 08:21:41 +0800 <rdp24k> New Jersey Governor Phil Murphy confronted while having dinner with his ...  https://t.co/xYAb9kSy1q via @YouTube
1331391943021121538 2020-11-25 08:19:09 +0800 <rdp24k> Al Sharpton And Family Live Like Kings From Own Charity According To Tax Records  https://t.co/Wt7qWMrz44
1331390843144572928 2020-11-25 08:14:47 +0800 <rdp24k> Feds Close In On Chicago’s Dem Machine Boss, Indict Close Adviser And May Finally Clean Up City’s Political Cesspool  https://t.co/wfXuU2w49Y
1331387939134304258 2020-11-25 08:03:15 +0800 <rdp24k> Monolith discovery in Utah canyon prompts ‘planet’ warning  https://t.co/dkyVhdqEsI via @reviewjournal
1331387064395460609 2020-11-25 07:59:46 +0800 <rdp24k> Watch: Dominion Executive: Trump is not going to win. I made f***ing sure of that  https://t.co/TNK5FvI3BM
1331386788666019842 2020-11-25 07:58:41 +0800 <rdp24k> Elise Stefanik Publicly Embarrasses Andrew Cuomo: "Arrogance and hypocrisy knows no bounds"  https://t.co/HdqusVDthC
1331370532084781057 2020-11-25 06:54:05 +0800 <rdp24k> More Power to Sidney Powell!  https://t.co/DtAkIOntlb
1331370342774927362 2020-11-25 06:53:20 +0800 <rdp24k> BREAKING: Ballot Count Upload Error in Arizona — Over 6,000 False Biden Votes Discovered  https://t.co/FvAEl2EIQh via @gatewaypundit
1331361464058310662 2020-11-25 06:18:03 +0800 <rdp24k> Watch Joe Biden DODGE the Most Important Question We ALL Want Answered  https://t.co/7TxTDNl32L via @Capital Hill News
1331319780993855500 2020-11-25 03:32:25 +0800 <rdp24k> Leaked Image of Barack Obama Dressed as Satan Goes Viral  -  https://t.co/2UCZ3jks9H ✅ Via - @NeonNettle #NeonNettle
1331313174625325058 2020-11-25 03:06:10 +0800 <rdp24k> We won't forgive, or forget | Michelle Malkin  https://t.co/YRf2yRbAfQ via @YouTube
1331264451216101379 2020-11-24 23:52:33 +0800 <rdp24k>  https://t.co/a09Amt7PEM
1331249391194300417 2020-11-24 22:52:42 +0800 <rdp24k> Fox News Now Getting Trounced in Almost Every Time Slot by MSNBC and CNN is Closing in On Them  https://t.co/MjyMbYx5Xi via @WayneDupreeShow
1331016260423995399 2020-11-24 07:26:20 +0800 <rdp24k> BREAKING: SECOND VIDEO REVEALED of Dominion Voting System's Eric Coomer Explaining to Elections Officials How to Switch Votes (VIDEO)  https://t.co/dVeKb9Snit via @gatewaypundit
1330988238102781955 2020-11-24 05:34:59 +0800 <rdp24k> Michael Flynn Jr. Calls For Caution Regarding Trump Legal Team’s Statement On Sidney Powell;  https://t.co/sDFjDKIYZa
1330974490302550017 2020-11-24 04:40:21 +0800 <rdp24k> Flashback: In 1996, Obama Challenged Signatures To Get His Primary Opponents Thrown Off the Ballot  https://t.co/l9rtqG95Ex
1330953348607074317 2020-11-24 03:16:20 +0800 <rdp24k> Sidney Powell story subject to the "24-hour rule"  https://t.co/W3HNjGPgME
1330951895213551618 2020-11-24 03:10:34 +0800 <rdp24k> Trump's election lawsuit leads to 3rd Circuit grant for expedited review  https://t.co/xpeF9yI5xy #FoxNews
1330951686454726656 2020-11-24 03:09:44 +0800 <rdp24k>  https://t.co/mzMVjEJ0p6
1330904983231983618 2020-11-24 00:04:09 +0800 <rdp24k> Devin Nunes Puts Obama On Notice, Calls For Special Counsel Probe Into Barack After Calling Him Biden’s Overlord  https://t.co/yFC0NUgqRz
1330900188102266881 2020-11-23 23:45:06 +0800 <rdp24k> Buh-Bye, Big Apple: Megyn Kelly and Family Leaving NYC Because Public Schools have Become Too 'Far-Left'  https://t.co/fa4ENHDKOc
1330898698839224323 2020-11-23 23:39:11 +0800 <rdp24k> Armed antifa coalition opposes "Stop the Steal" rally in Atlanta  https://t.co/NmaibJ98Ga via @YouTube
1330883217763823618 2020-11-23 22:37:40 +0800 <rdp24k> Mexico Pays US Fines Collected from People Trying To Break Through Border Fence via @WestJournalism  https://t.co/TK9aHMmsvI
1330876575726919680 2020-11-23 22:11:16 +0800 <rdp24k> “Invalid voter files, which contain ineligible, duplicate, fictional, or deceased voters, are an invitation to fraud,” the Carter-Baker Commission report said.   https://t.co/fvvy6r2s4s via @FredLucasWH @DailySignal
1330698186026065920 2020-11-23 10:22:25 +0800 <rdp24k> Here&amp;#8217;s How Much Biden&amp;#8217;s Gun Tax Could Cost Every Day Americans via @WestJournalism  https://t.co/wgEGkb34k3
1330692351489171457 2020-11-23 09:59:14 +0800 <rdp24k> FLASHBACK: Lou Dobbs on CNN in 2006: Smartmatic Based in Venezuela Sold to Sequoia, Top Officials Still in Venezuela, Before Sale to Dominion  https://t.co/O7sm5RtJNq via @gatewaypundit
1330659544356302848 2020-11-23 07:48:52 +0800 <rdp24k> Democratic senators warned of potential 'vote switching' by Dominion voting machines prior to 2020 election  https://t.co/shk7xEeNIy
1330652018982203395 2020-11-23 07:18:58 +0800 <rdp24k> Do they want cops dead? @NBCNightlyNews gets upset Florida deputies didn’t let a teen run them over with a car  https://t.co/nT4xINnDj1
1330648370734624769 2020-11-23 07:04:28 +0800 <rdp24k> A.F. Branco Cartoon - No Thanksgiving  https://t.co/LN6ca18uza via @afbranco
1330620979542941697 2020-11-23 05:15:37 +0800 <rdp24k> Brian Williams Gives Free Air Time to Ad Attacking GOP 'Traitors'  https://t.co/9VLv2emddq
1330620627196260361 2020-11-23 05:14:13 +0800 <rdp24k> It happened again: Biden loses temper with CBS reporter Bo Erickson  https://t.co/JzfDcXJicK
1330620448070131712 2020-11-23 05:13:31 +0800 <rdp24k> Sidney Powell | How to Fix Justice  https://t.co/juSHPvPY2j via @YouTube
1330618557630177286 2020-11-23 05:06:00 +0800 <rdp24k> Will your ballot be safe? Computer experts sound warnings on America's voting machines  https://t.co/3nOZA9LbD6 via @usatoday
1330617909165645825 2020-11-23 05:03:25 +0800 <rdp24k> 210 Guns Went Missing from Philadelphia Sheriff's Office, New Report Says  https://t.co/aqhsiJ8h2U
1330615286026919936 2020-11-23 04:53:00 +0800 <rdp24k> Reap What You Sow: Media Who Coddled Biden for Months Now Complain About Mistreatment  https://t.co/9Q13yySBL9
1330614870505648132 2020-11-23 04:51:21 +0800 <rdp24k> Was Tucker Carlson Trying To Take Dominion Investigation Off Track In His Sidney Powell Attack?  https://t.co/o7CucdsSXG
1330613529318203392 2020-11-23 04:46:01 +0800 <rdp24k> Scott Baio Puts Mitt Romney On Notice, Says He May Move To Utah And Unseat Mitt  https://t.co/jxzAOcNDq4
1330280857475690498 2020-11-22 06:44:06 +0800 <rdp24k> Doctors Say Man Who Died After Falling off 10-Foot Ladder Actually Killed by COVID  https://t.co/wpi1dZwpxm
1330263854450941959 2020-11-22 05:36:32 +0800 <rdp24k> Emails reveal a 'massive national security issue with Joe Biden'  https://t.co/HnF5dws0HD via @YouTube
1330263634199662595 2020-11-22 05:35:40 +0800 <rdp24k> A.F. Branco Cartoon - Free Speech Ass-sassin  https://t.co/oazkoecqDr via @afbranco
1330263343312105472 2020-11-22 05:34:30 +0800 <rdp24k> Giant New York rats overtaking Central Park and the UWS  https://t.co/A1oarksYee via @nypost
1330228861368459273 2020-11-22 03:17:29 +0800 <rdp24k> Trump: “Stay tuned” for “big” voter fraud information in Georgia  https://t.co/162rMxe1p5
1330215090650484740 2020-11-22 02:22:46 +0800 <rdp24k> University of Wisconsin Declares Large Rock to be Racist; Votes to Remove  https://t.co/TbnooFioxJ via @BreitbartNews
1330208191167270919 2020-11-22 01:55:21 +0800 <rdp24k> 936 Election Discrepancies Found in Nevada County That Gave Biden the State via @WestJournalism  https://t.co/Q8RhIHtKSN
1330207599904624649 2020-11-22 01:53:00 +0800 <rdp24k> Dominion Fails to Appear at Pennsylvania Hearing  https://t.co/0XdduNINbQ via @RealRLimbaugh
1330207435991216129 2020-11-22 01:52:21 +0800 <rdp24k> Nikki Haley Asks AOC How Will She Pay for Green New Deal When She Wants to Pay People Not to Work  https://t.co/aEr7IWvVNw
1330175240673046534 2020-11-21 23:44:25 +0800 <rdp24k> Chinese parts, hidden ownership, growing scrutiny: Inside America's biggest voting machine maker  https://t.co/Q7vRiSea2A via @nbcnews
1330009500170981376 2020-11-21 12:45:49 +0800 <rdp24k> Lin Wood Savagely Schools Fox News’ Dana Perino, Who Suggested Dominion Should Sue Trump’s Legal Team  https://t.co/pR9LNTMltJ via @WayneDupreeShow
1329925162007998465 2020-11-21 07:10:42 +0800 <rdp24k> Why Kurt Russell Says Hollywood Stars Should Stay Out Of Politics  https://t.co/gw4yhxE7Fp
1329924581507928064 2020-11-21 07:08:23 +0800 <rdp24k> AOC Tries To Mock GOP, Misses And Hits Pelosi Instead: ‘We need to pay people to stay home’  https://t.co/zhgKS2kc0O
1329923348097343496 2020-11-21 07:03:29 +0800 <rdp24k> We Have COVID-19 Vaccines Because Trump Swept Away Regulations  https://t.co/H0PnGLQ2wG via @RealRLimbaugh
1329921714680176641 2020-11-21 06:57:00 +0800 <rdp24k> CNN Reporter Runs and Hides After Sexist Tweet About Georgia Sen. Kelly Loeffler Backfires Big Time  https://t.co/IppbCHUVHG
1329921492755378178 2020-11-21 06:56:07 +0800 <rdp24k>  https://t.co/K0dURnCdDM
1329920693153226757 2020-11-21 06:52:56 +0800 <rdp24k> Trump Slams ‘RINO’ Romney, Shares Message Claiming Mitt ‘Lost His Mind’  https://t.co/kOtf6S7qDU via @LifeZette
1329919846797242368 2020-11-21 06:49:34 +0800 <rdp24k> Michigan GOP: We Are Putting the Secretary of State on Notice  https://t.co/EJSdHqAEOZ
1329916234004099076 2020-11-21 06:35:13 +0800 <rdp24k> Plugs Makes No Sense, So Kommie Takes Over (And Other Comedy Clips)  https://t.co/bOlrCqPCmJ via @RealRLimbaugh
1329915683237457920 2020-11-21 06:33:02 +0800 <rdp24k> Multiple outdated voting machines found dumped outside of Savannah, Georgia  https://t.co/F954ng7EB7
1329915432703307779 2020-11-21 06:32:02 +0800 <rdp24k> Ilhan Omar Gets The Bible, And So Much Else, Wrong  https://t.co/J6wvmZxWE2 via @LifeZette
1329909295601901578 2020-11-21 06:07:39 +0800 <rdp24k> Two Men Reportedly Charged With Voter Fraud After Forging 8,000 Voter Registration Applications  https://t.co/l9IJsdq598 via @dailycaller
1329909037211791362 2020-11-21 06:06:37 +0800 <rdp24k> Oh Hell No. Voting Software Smartmatic Chairman is on Corrupt Biden’s Transition Team for Homeland Security  https://t.co/dopJj5t2Pp via @LifeZette
1329908773385809922 2020-11-21 06:05:34 +0800 <rdp24k> Sarah Palin Responds to Barack Obama’s Claim That She Brought Out the 'Dark Spirits' of the Republican Party  https://t.co/qiA33loj0m
1329907207757062147 2020-11-21 05:59:21 +0800 <rdp24k> Arizona Governor Breaks Silence, Will Wait For Court Cases To Finish Before Certifying State  https://t.co/PVkAmKTv28
1329906385979666439 2020-11-21 05:56:05 +0800 <rdp24k> Why the Hunter Biden News Will Make a Comeback  https://t.co/aE9rw3Vtmt via @RealRLimbaugh
1329902045797756929 2020-11-21 05:38:50 +0800 <rdp24k> Rudy Giuliani, Trump Campaign Level Massive Allegations Against Election Results In Press Conference  https://t.co/O9qfh2FPFN via @LifeZette
1329892987531370496 2020-11-21 05:02:51 +0800 <rdp24k> Rural Oregon counties vote to discuss seceding from state to join ‘Greater Idaho’  https://t.co/dSmMDsuwtB #FoxNews
1329889932958195719 2020-11-21 04:50:42 +0800 <rdp24k> Durham, release your findings --- TRUMP IS PRESIDENT  https://t.co/0a8kZ7Vqnu
1329889727655383042 2020-11-21 04:49:53 +0800 <rdp24k> Two Top Minnesota Dems Abruptly Quit Party, Form Independent Caucus Dealing Huge Blow To Dems  https://t.co/Z2h78J7fUd
1329888745689128961 2020-11-21 04:45:59 +0800 <rdp24k> Liberal Law Professor Alan Dershowitz Explains How Trump Could Come Out Victorious  https://t.co/RpGFUilAY7
1329885687110361090 2020-11-21 04:33:50 +0800 <rdp24k> Why One Experienced GA Recount Worker Believes Odd Batch of Ballots Were Added in 'Fraudulent Manner'  https://t.co/C9c7Wt9mhS
1329831399369662470 2020-11-21 00:58:07 +0800 <rdp24k> Lin Wood: President Trump Won 400 Electoral Votes  https://t.co/Q0V2PUpnWF
1329831077251149824 2020-11-21 00:56:50 +0800 <rdp24k> Adam Housley Schooled Brian Stelter on What Journalism Is and Isn't During Rudy Presser, and It Was Glorious  https://t.co/sLkZyujy7f
1329823394850811905 2020-11-21 00:26:18 +0800 <rdp24k>  https://t.co/xkvV2Rilva
1329809949397037063 2020-11-20 23:32:53 +0800 <rdp24k>  https://t.co/kuSOBofkIR
1329796732318789636 2020-11-20 22:40:22 +0800 <rdp24k> Biden Says He Will Admit and Grant Permanent Status to Immigrants Who Go on Food Stamps and Medicaid  https://t.co/m1yYgtNKqg
1329650465479520257 2020-11-20 12:59:09 +0800 <rdp24k> Tesla crashes at 100 mph, sends batteries shooting through apartment windows in Oregon  https://t.co/IjuASwG4h8
1329601138426044417 2020-11-20 09:43:08 +0800 <rdp24k> Giuliani Shreds Reporters to Their Faces for Not Looking Into 4:30am Ballot Dump in Detroit  https://t.co/1bmIiCWzMA
1329600540020535298 2020-11-20 09:40:46 +0800 <rdp24k>  https://t.co/CXl1Ra6a8Z
1329598670099058689 2020-11-20 09:33:20 +0800 <rdp24k> Playboy 'Reporter' Gets His Patootie Handed to Him After Cheap Shot Attack on Kayleigh McEnany  https://t.co/LejgnLfOKo
1329597984594649094 2020-11-20 09:30:36 +0800 <rdp24k> Hunter Biden had deep business ties with communist party-linked Chinese tycoon: new Senate report -  https://t.co/eb6u7vue0Q - @washtimes
1329576575067709447 2020-11-20 08:05:32 +0800 <rdp24k> Operation Stolen Innocence: 170 people charged in Tallahassee child sex trafficking network  https://t.co/UphhcKBSB8 via @tdonline
1329575370425831424 2020-11-20 08:00:45 +0800 <rdp24k> CNN Reporter Tries to Trap Giuliani — He Promptly DESTROYS Her and Laughs  https://t.co/fAtU9CmU2z
1329570556857946119 2020-11-20 07:41:37 +0800 <rdp24k> Giuliani, Others Laugh After They Learned A CNN Reporter Is Present During Press Conference  https://t.co/SIOJqAAN0D
1329556608741990400 2020-11-20 06:46:12 +0800 <rdp24k> Hard to find 2020 election fraud stories and links  https://t.co/6k8MCOCYKj
1329556365984075778 2020-11-20 06:45:14 +0800 <rdp24k> Candace Owens sues Facebook fact-checkers for defamation: 'Time to fact-check the fact-checkers'  https://t.co/UxJPwlR4uz
1329530579046559746 2020-11-20 05:02:46 +0800 <rdp24k> Watching Trump Campaign News Conference on Legal Challenges @CSPAN  https://t.co/6Ya0HnZDpd
1329529815234465792 2020-11-20 04:59:44 +0800 <rdp24k> No Longer Primetime: NFL‘s Sunday, Monday Night Ratings Crater to New Lows  https://t.co/MRcJyVSeJp via @BreitbartNews  https://t.co/y6iXcCvKQE
1329528985802387459 2020-11-20 04:56:26 +0800 <rdp24k>  https://t.co/re6YZwqmRr
1329527910219345923 2020-11-20 04:52:09 +0800 <rdp24k> Trump campaign cites Bush v. Gore in Pennsylvania election case  https://t.co/vcGHJWApOk via @nypost
1329526392254554116 2020-11-20 04:46:07 +0800 <rdp24k> Ilhan Omar Demands Lindsey Graham Resign, Lindsey Silences Omar: "I Must be Doing Something Right’  https://t.co/hbQqFU0mGF
1329293440065134593 2020-11-19 13:20:27 +0800 <rdp24k> JIM JORDAN DROPS THE HAMMER, ANNOUNCES IMMEDIATE CALL FOR CONGRESSIONAL INVESTIGATION INTO 2020 ELECTION  https://t.co/Ee4Ndq8u5G
1329288537083088896 2020-11-19 13:00:58 +0800 <rdp24k> Nikki Haley Jumps Into Georgia Election With Video Tearing Into Warnock  https://t.co/Jbb9Z74wpV
1329288382380449793 2020-11-19 13:00:22 +0800 <rdp24k> Rush Limbaugh Accuses Dem Senator Of Violating Constitutional Oath Over Censorship Claims  https://t.co/QgFFMKHc2V
1329288073822298114 2020-11-19 12:59:08 +0800 <rdp24k> A.F. Branco Cartoon - Democracy Dies in Darkness  https://t.co/21aYZXLC2Q via @afbranco
1329287544387866628 2020-11-19 12:57:02 +0800 <rdp24k> READ: Affidavit from Democrat observer questioning Georgia ballots  https://t.co/W0FDFffHPe
1329198558667558920 2020-11-19 07:03:26 +0800 <rdp24k> Megyn Kelly pulls sons from 'woke' UWS school over anti-white letter  https://t.co/Kxgmx4XYrH via @nypost
1329166175637561344 2020-11-19 04:54:45 +0800 <rdp24k> Michigan Democrat Doxxes Republican’s Children Before She Reverses Course To Certify County Vote  https://t.co/DHCJcIEo01
1329165169444925440 2020-11-19 04:50:45 +0800 <rdp24k> Attorney: Sidney Powell has "smoking guns" (plural!) on fraud  https://t.co/AMMn7XzDAK
1329163915083853833 2020-11-19 04:45:46 +0800 <rdp24k> Pelosi tightens grip on Dems with unchallenged nomination for speaker despite fractured caucus -  https://t.co/8eD7IpIwCN - @washtimes
1329084599972950018 2020-11-18 23:30:36 +0800 <rdp24k> DE BLASIO’S NYC: Rockefeller Christmas Tree Mostly Destroyed in Transit, City Can’t Erect Properly | Sean Hannity  https://t.co/r1hc4CvkgS via @seanhannity
1329072263375646725 2020-11-18 22:41:35 +0800 <rdp24k> Sidney Powell: Here's What a Smartmatic Whistleblower Said About Voter Fraud  https://t.co/MXjNqbrra5
1329071980008464384 2020-11-18 22:40:27 +0800 <rdp24k> Another Georgia county has uncovered 2,700 missing votes, Secretary of State’s office says  https://t.co/BZg8a6P4fR
1329070548719185920 2020-11-18 22:34:46 +0800 <rdp24k> Newsom, legislators face angry backlash over French Laundry party, Hawaii trip during COVID-19 surge  https://t.co/zNa589r28j
1328910751684308992 2020-11-18 11:59:47 +0800 <rdp24k> Thousands of Previously Uncounted Ballots Found in Georgia County After Statewide Recount  https://t.co/adTmHsCS0E
1328909444869201920 2020-11-18 11:54:36 +0800 <rdp24k> Pair Charged with Alleged Major Voter Fraud in 41-Count Criminal Complaint via @WestJournalism  https://t.co/9gqNGg2JQm
1328909322089279488 2020-11-18 11:54:06 +0800 <rdp24k> MSNBC Says White Women Are Our Main Problem  https://t.co/JBWLDpN8N2 via @LifeZette
1328909136986255360 2020-11-18 11:53:22 +0800 <rdp24k> House Democrat declares "I will not be voting for Nancy Pelosi" for Speaker  https://t.co/dQx3TQXt9o
1328902392620978178 2020-11-18 11:26:34 +0800 <rdp24k> Officials Investigating A Third Georgia County Where A Memory Card ‘May Have Been Missed’: Report  https://t.co/GYFzBilK38
1328902129600368641 2020-11-18 11:25:32 +0800 <rdp24k> Ted Cruz Annihilates Dem Senator For ‘Fake Virtue’ Signaling Over Masks – He’s ‘Being A Complete A**’  https://t.co/YdhiiiPSSf via @LifeZette
1328883557893345284 2020-11-18 10:11:44 +0800 <rdp24k> The Former Divider in Chief is Once Again Gloating and Trashing Over 70 Million Trump Voters  https://t.co/BykQZZlDOZ via @WayneDupreeShow
1328883162294988800 2020-11-18 10:10:10 +0800 <rdp24k> AT  https://t.co/LlSafnT7zy via @LifeZette
1328882407097987072 2020-11-18 10:07:09 +0800 <rdp24k> Arizona Secretary Of State ‘s Old Tweets Resurface — Reveal Anti-Trump Bias  https://t.co/WBT9MXJu09
1328881899746586624 2020-11-18 10:05:08 +0800 <rdp24k> A.F. Branco Cartoon - Burned  https://t.co/YIGO66SNFv via @afbranco
1328881043215167492 2020-11-18 10:01:44 +0800 <rdp24k> Trump Team Asks NV Courts to Declare Trump the Winner or Not Certify the State's Vote for POTUS  https://t.co/1DrHGeFXrf
1328878923346808832 2020-11-18 09:53:19 +0800 <rdp24k> Tim Allen Slams Progressives With Just One 172-Year-Old Quote On Marxism  https://t.co/oMDneTzU3V
1328871137544179712 2020-11-18 09:22:23 +0800 <rdp24k> Wayne County, Michigan, Refuses to Certify Election Results  https://t.co/iWqzHwk88f via @BreitbartNews
1328870933646479367 2020-11-18 09:21:34 +0800 <rdp24k> Pair Charged With Voter Fraud Allegedly Submitted Thousands of Fraudulent Applications on Behalf of Homeless People  https://t.co/b3xWlDtWFR
1328870780831227904 2020-11-18 09:20:58 +0800 <rdp24k> 2 Charged With Voter Fraud, Allegedly Submitted 8,000 Fraudulent Registration Applications  https://t.co/63qVIyYLKB via @epochtimes
1328869094960095232 2020-11-18 09:14:16 +0800 <rdp24k> Darrell Issa, 'recycled' congressman from California, doubts Kamala Harris' bipartisanship capability  https://t.co/RTqMH41aEs #FoxNews
1328866294154862597 2020-11-18 09:03:08 +0800 <rdp24k> Hawley and Cruz Take It to Zuckerberg and Dorsey  https://t.co/fBLwbTDFPa via @RealRLimbaugh
1328864276686266371 2020-11-18 08:55:07 +0800 <rdp24k> Dominion Voting shares office with far-left George Soros linked group  https://t.co/pAJPciClHs via @RebelNewsOnline
1328849351943335938 2020-11-18 07:55:48 +0800 <rdp24k> Voter discrepancies cause Nevada's largest county to throw out one local race  https://t.co/q243H4HW8m via @JustTheNews
1328848221502926849 2020-11-18 07:51:19 +0800 <rdp24k> ‘This Show Isn’t Going Anywhere, It’s Getting Bigger’: Tucker Puts Down Speculation Of His Exodus From Fox News  https://t.co/i0DVQr6OK2 via @dailycaller
1328841868130603013 2020-11-18 07:26:04 +0800 <rdp24k> Week After Attending Election Party, Lightfoot Says Chicagoans Have ‘Responsibility’ to Obey Lockdown  https://t.co/hbSOPByuUo
1328840309153951752 2020-11-18 07:19:53 +0800 <rdp24k> Hawley presses Zuckerberg on whistleblower complaint alleging Facebook coordination with Twitter, Google  https://t.co/PbcX2ZIEHD #FoxBusiness
1328834058667905024 2020-11-18 06:55:02 +0800 <rdp24k> Second Georgia county finds previously uncounted votes  https://t.co/6lLLkuswQj
1328833425579577344 2020-11-18 06:52:31 +0800 <rdp24k> Attorney Lin Wood Takes a Flamethrower to Georgia Gov. Kemp  https://t.co/1RjSVsSYiA
1328790157798027268 2020-11-18 04:00:36 +0800 <rdp24k> Tom Cotton Ends Susan Rice’s Dream Comeback, Says GOP Won’t Confirm For Any Position: "Cannot imagine a Republican Senate confirming Susan Rice to any position"  https://t.co/OB9N3Ui15Z
1328789059842535424 2020-11-18 03:56:14 +0800 <rdp24k> Facebook, Twitter take heat over Hunter Biden story during hearing; Dorsey admits 'this action was wrong'  https://t.co/R5qjYlwvuc #FoxNews
1328724069596999685 2020-11-17 23:37:59 +0800 <rdp24k> Consultants: Trump and GOP’s hard work crushed Democratic dreams in North Carolina  https://t.co/ehEehtDcrv via @asheville
1328723079976128513 2020-11-17 23:34:03 +0800 <rdp24k> Rep. Tom Emmer: Every House Seat Flipped by GOP Was Minority, Woman, or Veteran  https://t.co/YNsKM6An0Z via @BreitbartNews
1328721520164818946 2020-11-17 23:27:51 +0800 <rdp24k> Ukranian-Born GOP Congresswoman Warns America: We’re ‘Building Socialism’ Like She Saw In The Soviet Union  https://t.co/I0ASSggFbR via @TPInsidr
1328721157323939842 2020-11-17 23:26:25 +0800 <rdp24k> A.F. Branco Cartoon - A Patriot  https://t.co/2sCuRM1q0F via @afbranco
1328720693815545856 2020-11-17 23:24:34 +0800 <rdp24k> Support for Gun Control Drops as Sales Skyrocket  https://t.co/XzN5a2FHbx
1328559250591911937 2020-11-17 12:43:03 +0800 <rdp24k> Wisconsin Elections Commission Refuses to Do Recount Unless Trump Pays $7.9 Million Upfront  https://t.co/XdDj0Ym3k9 via @gatewaypundit
1328557041053544448 2020-11-17 12:34:16 +0800 <rdp24k> NY Gov. Cuomo ripped for telling others to admit mistakes amid COVID-19 nursing home deaths  https://t.co/Uet2553VHl #FoxNews
1328556528996134915 2020-11-17 12:32:14 +0800 <rdp24k> Burgess Owens Deals Big Blow To Nancy Pelosi, Officially Unseats Dem For 12th GOP House Flip  https://t.co/xEA7jh9DHv
1328521874473689093 2020-11-17 10:14:32 +0800 <rdp24k> The Affidavit: Sidney Powell With Lou Dobbs  https://t.co/bWi6BriE5O via @YouTube
1328510227969417217 2020-11-17 09:28:15 +0800 <rdp24k> US Diplomat Admits to Telling Commander in Chief Lies About Troop Levels via @WestJournalism  https://t.co/4v0AQhPRpP
1328505704337051648 2020-11-17 09:10:17 +0800 <rdp24k> Georgia finds 2,600 uncounted ballots, Sec. of State says GOP strong-arming him  https://t.co/Aa9s85S8DD via @nypost
1328505508786003968 2020-11-17 09:09:30 +0800 <rdp24k> Democrat concedes House race in New York and another race is looking good for the GOP (Update: Another concession)  https://t.co/pVrtRZIqio
1328484121857896448 2020-11-17 07:44:31 +0800 <rdp24k> Candace Owens hits back after social media slams her for blasting pop star Harry Styles' ball gown Vogue photo shoot  https://t.co/JDxCIC3hNE
1328478846795075586 2020-11-17 07:23:33 +0800 <rdp24k> Fox News Betrays Its’ Base and Pays The Price  https://t.co/Ew8nw3fiQr via @CDNNow
1328476582911021060 2020-11-17 07:14:33 +0800 <rdp24k>  https://t.co/HYDugdAsRe
1328468622482796551 2020-11-17 06:42:56 +0800 <rdp24k> Newsmax CEO "We would like to overtake Fox News in the next 12 months, and I think it’s do-able"  https://t.co/ezAL2THaU0
1328449073469386754 2020-11-17 05:25:15 +0800 <rdp24k> Journalist Tests Nevada Voter Signature Verification, Discovers Whopping 89% Failure Rate via @WestJournalism  https://t.co/6cUlNptHIV
1328446291710533635 2020-11-17 05:14:11 +0800 <rdp24k> Michigan House Republicans Plan Gretchen Whitmer Impeachment  https://t.co/V7vSoszsYH via @BreitbartNews
1328419490695147520 2020-11-17 03:27:42 +0800 <rdp24k> Fix to vote count flips NC Supreme Court chief justice race again  https://t.co/TDa4ZxU2mZ
1328418034407645189 2020-11-17 03:21:54 +0800 <rdp24k>  https://t.co/XQZrlYjpPC
1328413128749670401 2020-11-17 03:02:25 +0800 <rdp24k> WATCH: Ilhan Omar Loses It, Calls Trump Rallies &amp;quot;Klan Rallies&amp;quot;  https://t.co/LEjQRf0gx1
1328361487317004288 2020-11-16 23:37:12 +0800 <rdp24k> Pelosi, Hoyer supposedly telling members not to join Team Biden  https://t.co/Y3palMyggY
1328360591216537602 2020-11-16 23:33:39 +0800 <rdp24k> Did Warnock Attend Castro Speech? He Won’t Say  https://t.co/PDSG1Vv08R
1328198264315899905 2020-11-16 12:48:37 +0800 <rdp24k> GSA Says No Way to Biden Power Transfer via @WestJournalism  https://t.co/fcj4dVABh2
